name,url,developer,rating,currency,description,language
What's going on? | SPOTTERON,https://apps.apple.com/us/app/whats-going-on-spotteron/id1278417727?uo=4,SPOTTERON Gmbh,0.0,USD,"""What's going on?"" is a ""Talente Regional"" Project, in which 5 school classes from the 21st district in Vienna are confronted with topics like mobility, road safety and public space. By undertaking workshops and study trips the children are encouraged to understand the topic mobility interdisciplinary in connection with environment, health, psychology and technique. In the framework of the project this application was developed in order to offer the project classes as well as classes from other schools the possibility to create a interactive map. This App enables children and teenagers to visualize public spaces from their own viewpoints.","['EN', 'DE']"
SciFish Evaluation,https://apps.apple.com/us/app/scifish-evaluation/id1532263541?uo=4,ACCSP,0.0,USD,"SciFish is a citizen science mobile application, powered by ACCSP, that encourages and facilitates the collection and sharing of information about saltwater fish along the Atlantic coast from Maine to Florida. SciFish is an umbrella application that hosts multiple fisheries citizen science projects. The projects currently available are:
SAFMC Release Project - The SAFMC Release project works with commercial, for-hire, and private recreational fishermen in the South Atlantic US (NC, SC, GA, and east FL)  to collect information on released shallow water grouper. It was developed in collaboration with fishermen, scientists, data and fishery managers, and technology experts through the South Atlantic Fishery Management Council’s Citizen Science Program. Information collected will help scientists and managers learn more about the size of released fish and gather information to help inform discard mortality estimates. Learn more: https://safmc.net/cit-sci/safmcrelease/. 
Catch U Later Project - The NCDMF’s Catch U Later project works with North Carolina’s for-hire and private recreational angling community to collect information about their flounder catches. The purpose of Catch U Later is to determine length distribution of discarded flounder and evaluate angler expertise in the identification of flounder species.  Information collected  will provide species specific discard length data for stock assessments and Fishery Management Plans.  The application will also help researchers evaluate self-reported discard data from dockside interviews and help educate the angling public on flounder identification.",[]
PartiCollect,https://apps.apple.com/us/app/particollect/id6478695334?uo=4,SPOTTERON Gmbh,0.0,USD,"Take part in the mapping of fine-particle air pollution in your city!

The PartiCollect (powered by NanoObs and PartiCiTaE) project allows you take part in mapping fine-particle air pollution in the city by collecting samples in your environment. These samples are then sent to the scientific team, made up of researchers based at three universities in the Paris region. Using magnetic and chemical measurements, the scientific team can identify and quantify metallic pollutants, which are largely linked to car traffic and are known to have harmful effects on health. These metallic particles come from exhaust fumes, but some are also emitted by braking and tire wear. They are then deposited on surrounding objects, such as plants.

Plane tree bark is particularly well suited to this type of study. Plane trees are very common in  cities, especially along or near streets, and they are therefore particularly exposed. These trees renew their bark every year, so it is possible to take samples without damaging them, in order to assess the quantity of particles accumulated over a year.

The precise location of the samples is a crucial parameter. Using the PartiCollect app, you can geolocate each tree sampled and associate a unique code with it, as well as descriptive and environmental parameters. You can then mark this code on the freezer bag used to collect your bark sample (one per tree).","['EN', 'DE']"
The Preserve I20,https://apps.apple.com/us/app/the-preserve-i20/id6444813469?uo=4,I-20 Wildlife Preserve and Jenna Welch Nature Study Center,0.0,USD,"Introducing the ultimate mobile app for outdoor enthusiasts, educators, and families! Immerse yourself in a world of nature with our extensive newsfeed, offering up-to-date information on preserve events, seminars, and educational resources. Discover a treasure trove of materials designed for educators and families, making learning about the outdoors engaging and fun.
Need a dose of wellness? Look no further! Our app provides a gateway to a wealth of wellness information and outdoor wellness sessions. Explore our wellness section and unlock the secrets to a healthier, more balanced lifestyle.
Embark on a virtual journey through our “Spotted at the Preserve” series, a captivating collection of species documented on site. Dive into descriptions, vibrant photos, and fascinating facts about the incredible flora and fauna that call the preserve home.
We’ve made it easy for you to curate your experience. Favorite newsfeed items and content of interest, ensuring you never miss an important event or a captivating article. Take notes directly within the app, allowing you to reflect on your learnings, jot down observations, or simply capture moments of inspiration.
Join a thriving community of nature enthusiasts, educators, students, and families passionate about preserving and enjoying the beauty of the outdoors. With our mobile app, you’ll connect with experts, share experiences, and build lasting relationships centered around the love for nature.
Don’t miss out on this incredible opportunity to enrich your outdoor education, engage in citizen science, nurture your wellness, and explore the wonders of The I-20 Wildlife Preserve. Download our app today and embark on a transformative journey in the realm of nature!","['EN', 'ES']"
Guided by Nature,https://apps.apple.com/us/app/guided-by-nature/id1664094035?uo=4,Guided by Nature,5.0,USD,"Explore beautiful Abisko National Park at your own pace, while learning about the plants and animals that live in Sweden’s Arctic landscape. With Guided by Nature, you can independently follow carefully-designed routes through birch forest and wildflower-filled mires, along glacier-fed rivers and up to the top of Mount Nuolja. When you reach a landmark or a point of interest, Guided By Nature will automatically prompt you to listen. From reindeer and arctic bumblebees to the mythical northern lights, on these journeys you’ll hear about the region’s fascinating history, geology, botany and pioneering scientific research. 

Together, we’ll explore how life survives in an environment that spends its winters frozen and blanketed in snow, and spends its summer months bathed in 24-hour daylight. You’ll also get the chance to become a citizen scientist simply by observing and photographing the plants around as you walk. This will become part of long-term climate change scientific research working to understand how this region of Sweden is changing – all you need is your phone.

Guided by Nature offers a range of hiking trails for all abilities, and differing adventures for both summer and winter explorations of the national park. Guided walks are available in English and Swedish. Guided by Nature is a registered charity in Sweden (802539-7186). This project is supported by LONA, and project partners are Umea University, Climate Impact Research Centre, Naturum Abisko and STF Abisko Tourist Station.","['EN', 'SV']"
Odourapp,https://apps.apple.com/us/app/odourapp/id1546055469?uo=4,Comon Invent BV,0.0,USD,"Do you experience odour nuisance? The Odourapp is intended for mapping odours caused by industry, but also for odours released around, for example, agriculture, livestock farming and waste processing activities. You can use your current location and time or manually indicate a location and time where and when you smelled the odour. In the app you indicate which odour you have smelled by choosing from a number of options and determining the intensity. Once you have entered the location, time and odour you can send the notification. We use this information to link odour observations to other data sources for mapping odour nuisance.","['AR', 'NL', 'EN', 'FR', 'DE', 'IT', 'ES']"
WaldrApp | SPOTTERON,https://apps.apple.com/us/app/waldrapp-spotteron/id1292294112?uo=4,SPOTTERON Gmbh,0.0,USD,"WaldrApp is a Citizen Science project of the University of Vienna with the aim of gathering ecological information about the whereabouts of the Northern Bald Ibis (in German: Waldrapp). Everybody is welcome to participate!

The Northern Bald Ibis (Geronticus eremita, NBI) is worldwide one of the most threatened bird species. A free-ranging colony was established in 1997 at the Core facility Konrad Lorenz Forschungsstelle (KLF) for Behaviour and Cognition of the University of Vienna in Grünau im Almtal (Upper Austria). This colony provided valuable information for reintroduction projects in Europe.

The project WaldrApp focuses on the ecological aspects of the areas used by the birds. Preliminary results show that NBI select their foraging grounds according to different ecological parameters: sites with a high distance to roads, houses and trees as well as short vegetation are clearly preferred.

Habitat selection depends mainly on the current resource availability. In addition, social animals are particularly prone to show site fidelity and to form traditions. The birds spend the winter and the breeding season in the Almtal valley, while they can be found in about 30 km air-line distance from the KLF over the summer (Kremstal, this habit has been established since 2008).

Later on, the acquired information and the app itself could be adapted worldwide for other NBI populations and reintroduction projects.",['EN']
Green Growth Forests,https://apps.apple.com/us/app/green-growth-forests/id1525243294?uo=4,SPOTTERON Gmbh,5.0,USD,"With the Green Growth app, interested citizens can contribute to keep Suriname the greenest country on earth with 93% forest cover. Citizen scientists who keep watch on tree logging can contribute to complement existing national data on forest conservation. Data gathered by citizens can help scientists understand the drivers of tree logging and find solutions for it.

Suriname has few data on its forests due to limited well-funded research and monitoring institutions. The country aims to gather much needed data to effectively make decisions, plan and manage forests. Suriname’s forest contributes to the world’s climate change as one of two carbon negative countries globally and it harbors the world’s fourth largest amount of freshwater resources.  

Data gathering through the Green Growth app is the glue for creating cohesion on forest conservation among the 600.000 people living in Suriname. The goal is to create an active community of forest watchers and keep Suriname green.

Green Growth Apps are running on the SPOTTERON Citizen Science platform.","['EN', 'DE']"
Forschen im Almtal | SPOTTERON,https://apps.apple.com/us/app/forschen-im-almtal-spotteron/id1292290494?uo=4,SPOTTERON Gmbh,0.0,USD,"""Forschen im Wildpark"" is a Citizen Science project of the University of Vienna in cooperation with the game park Cumberland Wildpark in Grünau im Almtal. Its aim is to actively involve the visitors of the game park in the research activities of the Core facility Konrad Lorenz Forschungsstelle for Behaviour and Cognition (Upper Austria). Everybody is welcome to join in!

The aim of the project is the monitoring of the time-space patterns of three avian species (greylag geese, ravens and northern bald ibises) which are considered as models. Because of their availability and accessibility in the study area (Cumberland Wildpark, Grünau im Almtal, Upper Austria), as well as the interest given to them by the public, they are perfectly suitable for the project. Birds are individually marked, which allows recognition of the single animals in the field also for citizen scientists.
The greylag geese and the northern bald ibises are marked with colourful rings on their legs, whereas the ravens are recognizable by different wingtags.

We aim at investigating when and where exactly which animals are to be found: do they have preferences for certain places of the park or do they prefer the company of other conspecifics?","['EN', 'DE']"
SIREN Network,https://apps.apple.com/us/app/siren-network/id1609514752?uo=4,AFRICAN MARINE MAMMAL CONSERVATION,0.0,USD,"The application adds the quick recording of opportunistic sightings of marine animals (Flash observations). Field observers can also record detailed observations of female sea turtles and monitor nests during the nesting season. The Siren app supports the SWOT standard. The observations collected on the field can then be uploaded to the SIREN website where scientists can analyze the data and use it to create scientific reports, manage their field operations, improve their conservation programs and share valuable conservation information with policy makers.

MAP
- Quick overview of observations by site/beach.
- GPS location.

OBSERVATIONS
- Records GPS coordinates, date, time for all types of observations.
- Data stored on the user phone for better experience in locations with poor connectivity.
- Observations can be uploaded to the SIREN server once the user has network or WIFI connectivity.
- User can attach photos to the observation.

FEMALE ENCOUNTER
- Supports all 7 species of sea turtles.
- Tag (left/right).
- Carapace information.
- Compliant with the SWOT standard.

CRAWL
- True/False crawl.
- Crawl width.

NEST MONITORING
- Nest ID/Female ID.
- High tide line distance.
- Estimated and actual hatching/excavation dates.
- Record nest data (hatchlings and eggs).

LANGUAGE SUPPORT
- Available in English.
- Developed to support multiple languages (please contact us for more information).",['EN']
naturbeobachtung.at,https://apps.apple.com/us/app/naturbeobachtung-at/id1502427923?uo=4,Norbert Hirneisen,0.0,USD,"The nature report app of the Naturschutzbund Österreich:
+ Bumblebees, butterflies, dragonflies, birds, mammals, fungi, plants and much more wanted.
+ Simple reporting: Take a photo - select the species - done!
+ Experts help with identification and check your reports promptly.
+ Community: view pictures in photo boards and comment on or like them
+ An important contribution to biodiversity research in Austria!
 
With the naturbeobachtung.at app from the Naturschutzbund Österreich you can quickly and easily photograph animals and plants from anywhere and report your observations to us. This is not only fun - you also make an important contribution to biodiversity research in Austria. You can also view other people's reports and comment on or ""like"" them.
 
The app is an ""extension"" of the web version of the same name www.naturbeobachtung.at and can be used free of charge. Experts check the incoming reports promptly so that your data can be used for scientific purposes.
 
----------------------
 
NEW: Species search competitions!
 
We regularly organise search competitions for specific animal or plant groups. During a campaign period, specially selected species are searched for. The winner is the person who can document as many of the prescribed species as possible or shares the most pictures. The low-threshold reporting possibility is also well suited for school lessons!
 
----------------------
 
NEW: Insect quizzes!
 
As part of the ""Insektenkenner"" project, you can test your insect knowledge on selected insect groups. In increasing degrees of difficulty, you have to assign the correct species name to an insect photo shown. Beforehand, you can also simply test without scoring.
 
----------------------
 
General functions of the naturbeobachtung.at app:
 
REPORT OBSERVATION
1. take photo(s) or select photo(s) from gallery
2. select animal species if known - otherwise others from the community determine your find
3. send and you are done!
 
Date of observation and coordinates will be determined automatically. However, we need to ask you to allow our app to do the following once:
1. take pictures and videos
2. access photos, media and files on your device
3. access the location of your device
 
VIEW OBSERVATIONS
+ ""My observations"": Here you can see your own observations listed
+ ""My locations"": Overview of its previous locations
+ Photo board"": Here you will find the observations of other notifiers. The photo board can be filtered as desired.
 
BECOME ACTIVE
+ Comment on reports and give ""Likes"" in the picture gallery.
 
INFORM
+ ""Species list"": Here you will find all species listed, which you can filter by species (groups). Touch on a certain species name leads to 1. species profile, 2. voucher photos and 3. distribution maps.
+ ""Interactions"": All your interactive activities are listed here: Likes and comments you have received or made and whether your report has been reviewed by an expert.
+ ""Statistics"": Here you can find, among other things, the most diligent reporters of the app and the most reported animal species.
+ ""Project information"" provides information on us and our partners as well as on the current focus of animal monitoring.
 
SETTINGS
Here you can change your password under ""Profile"" or configure the app in general (e.g. document location or switch on terrain mode), set the desired language settings, synchronise your data from the server, and much more.
 
----------------------
 
WEB VERSION WWW.NATURBEOBACHTUNG.AT
Many other services are available to you here, e.g.
+ Edit or delete your own FINDINGS and FUND LOCATIONS
+ Discuss in the FORUM and ask experts for identification help
+ DETERMINE undetermined reports of other reporters
+ View other STATISTICS, DISPERSAL MAPS, etc.
+ Request HELP and technical support, etc.",['EN']
Ornitodata,https://apps.apple.com/us/app/ornitodata/id1519257960?uo=4,AdWorksRomania,0.0,USD,"Ornitodata este o aplicație a Societății Ornitologice Române (SOR) folosită pentru colectarea observațiilor de păsări. Cu ajutorul ei pot fi notate direct în teren atât observații ocazionale, cât și date specifice programelor de monitorizare (precum Monitorizarea Păsărilor Comune, Acvatice cuibăritoare, Atlas etc.). Aplicația se adresează atât specialiștilor ornitologi, cât și pasionaților cunoscători ai speciilor de păsări. Suplimentar, pot fi înregistrate observații pentru alte grupe sistematice, precum herpetofaună sau mamifere. Datele colectate sunt încărcate în baza de date a SOR. Pentru utilizarea aplicației este nevoie să fiți înregistrați ca observatori în baza de date (database.ror.ro).",['EN']
FlySpy,https://apps.apple.com/us/app/flyspy/id6744664303?uo=4,John True,0.0,USD,"FlySpy aims to inform members of the public on urban ecology and involve them in data collecting on Drosophila elegans, a species with a unique flower-breeding ecology that is found in many sites throughout Taiwan, most of which have been subject to anthropogenic disturbances. Through collecting detailed spatial and temporal information on the flower breeding sites of this species, this project will allow us to develop D. elegans as a model species for urban ecology, which will provide insights on how insects respond to ecological disturbances, introduced and invasive plants, and climate change.

FlySpy is a Citizen Science project jointly run as a collaboration among researchers at Stony Brook University (Dr. John True), National Taiwan University (Dr. Chau-Ti Ting), National Central University (Taiwan; Dr. Shu-Dan Yeh), and Academia Sinica (Dr. Shu Fang). This app was created by Srivaths Ravva and Christine Song, undergraduate students at Stony Brook University.",['EN']
Dynamic Dunescapes,https://apps.apple.com/us/app/dynamic-dunescapes/id1511770600?uo=4,Centre for Ecology and Hydrology,1.0,USD,"By identifying and recording plant species, you can help scientists and conservationists protect and restore biodiverse sand dune habitats in England and Wales, using this app. With a beautiful range of habitats, coastal sand dunes are home to some amazing wildlife – including butterflies, lizards, toads and orchids. As a citizen scientist, you’ll help researchers gather vital sand dune habitat and species data to help strengthen the understanding of what’s going on in coastal sand dune environments, and to help improve the conservation work that is being done. From monitoring species to taking part in transect or quadrat surveys, explore the range of citizen science activities in the app which you can get involved in, and share your findings in the app when you next visit your chosen sand dune site. Dynamic Dunescapes is a partnership project supported by the National Lottery Heritage Fund and the EU LIFE Programme. Project partners are Natural England, Plantlife, Natural Resources Wales, National Trust and the Wildlife Trusts.",['EN']
Dragonfly Hunter CZ,https://apps.apple.com/us/app/dragonfly-hunter-cz/id1462046911?uo=4,Ostravská univerzita,0.0,USD,"The application was developed with the support of a specific university research at the University of Ostrava. It is the product of team work of Department of Biology and Ecology, Institute for Research and Applications of Fuzzy Modeling and Department of Informatics and Computers. The first idea to create this app originated 5 years ago, and its author was nobody else than a singer, photographer and student of the Department of Biology and Ecology, Dan Bárta. He turned to Aleš Dolný from the Department of Biology and Ecology with the basic idea of the classification based on species-specific characteristics of morphology, ecology and biogeography, which could allow users to easily identify all czech dragonflies up to the species level. This project has been intensively developed over the last two years, mainly due to the above mentioned cooperation with other experts not only in biology, but also in mathematics and informatics, such as Michal Burda, Stanislav Ožana, and last but not least Michal Hykel, Marek Malina, and Martin Prášek. Together, we managed to create an application for identification and monitoring of dragonflies, which main purpose is not only to popularize this insect order and nature among the general public, but also its involvement in the collection of data, in the context of the activities referred to as citizen science. We believe that the data obtained by our app will lead both to higher awareness of the occurrence of each species, as well as indirectly to protect endangered species and their habitats.","['CS', 'EN']"
KraMobil | SPOTTERON,https://apps.apple.com/us/app/kramobil-spotteron/id1506993342?uo=4,SPOTTERON Gmbh,0.0,USD,"KraMobil (Crows in the Zoo) is a FWF-funded Citizen Science Project of the University of Vienna in cooperation with ZooVienna. The aim of the project is to actively involve zoo visitors and citizen scientists in the research activities of the University of Vienna (Department of Behavioural and Cognitive Biology together with the Konrad Lorenz Research Center). Everybody is warmly invited to participate! 

The aim of the project is to find out which species and/or subspecies of crows can be found at which specific locations in the zoo and how they interact with each other. The observations will provide insights into the group dynamics of crows and the influence of ecological factors (e.g. food availability or presence of zoo animals) on their social behaviour.

Note that while a special focus is given to the area of the Zoo Vienna, observations from elsewhere in and around Vienna are welcome.
The Citizen Science App is running on the SPOTTERON platform.","['EN', 'DE']"
EchoSoil,https://apps.apple.com/us/app/echosoil/id6744526148?uo=4,ANERIS - Minka,0.0,USD,"EchoSoil is the official mobile app of the ECHO project, a citizen science initiative co-funded by the European Union under the Horizon Europe programme.
This app empowers individuals, communities, and researchers to monitor and protect soil health across Europe.

EchoSoil enables users to:

Collect and share soil data from their surroundings

Upload photos and observations to the ECHOREPO open-access repository

Learn about soil biodiversity and restoration

Participate in a Europe-wide effort to promote soil stewardship

The app is fully free to use and designed for educational, scientific, and environmental engagement purposes. All collected data contributes to a collaborative EU-wide initiative aimed at restoring and protecting soil ecosystems.

Visit https://echosoil.eu for more information about the project and its impact.",['EN']
Trax - Recording Roadkill,https://apps.apple.com/us/app/trax-recording-roadkill/id1625857851?uo=4,Animex International,0.0,USD,"The only ad and subscription FREE software designed to record roadkill across the world.

Working with scientists across the globe we have built TRAX to improve how members of the public and professionals can record wildlife data they see on the roadside and other areas.

This tool will help us to paint a better picture of how our transport networks impact wildlife across the world.

Download TRAX now and join the growing number of Roadkill Reporters across the globe working together to safeguard the future of wildlife in our growing world.

If you are a project leader or private organisation and want to start a unique monitoring project please get in touch and discuss how we can customise app features and online portal unique to your needs.",['EN']
OeDA,https://apps.apple.com/us/app/oeda/id1659504170?uo=4,iBros.ch GmbH,0.0,USD,"„Bürger:innen in Österreich erforschen ihre Dialekte“

**Worum geht’s?**
„Bürger:innen in Österreich erforschen ihre Dialekte“ ist ein sogenanntes „Bürgerwissenschaften“-Projekt. Uns geht es um die Dialekte in Österreich, also die Muttersprachen der meisten Österreicher:innen. Wenn Du aus Österreich bist – egal wie alt Du bist oder woher aus Österreich Du kommst –, lade Dir die App herunter und mach mit! Denn als Österreicher:in bist du automatisch Dialektexperte bzw. -expertin: Du kennst Dich damit am besten aus, wenn Du von klein auf Dialekt gesprochen hast oder zumindest andere in Deinem Umfeld Dialekt sprechen gehört hast. Deshalb weißt Du, welche Wörter verwendet werden, wie sie ausgesprochen werden und welche grammatischen Besonderheiten vorkommen. Bestimmt kennst Du auch andere, die noch den ‚ganz alten‘ Dialekt sprechen. Und womöglich sprichst Du nicht nur selbst Dialekt, sondern interessierst Dich auch für die Besonderheiten anderer Dialekte und die Unterschiede zwischen den Dialekten in Österreich. Hier kommt unser Projekt ins Spiel: Mit dieser App wollen wir Interessierte wie Dich selbst zu Forscher:innen machen. Wir geben Dir damit – buchstäblich – ein ,Werkzeug‘ an die Hand, damit Du die Besonderheiten Deines Dialekts und der Dialekte in Deiner Umgebung erforschen und mit anderen vergleichen kannst. Die dabei gewonnenen Erkenntnisse und Daten verwenden wir etwa für die Erstellung von Sprachkarten, die Dir wiederum frei zugänglich zur Verfügung gestellt werden. 

**Wie soll’s gehen? … mit der OeDA-App!**
Das genannte ,Werkzeug‘ besteht aus der eigens für das Projekt entwickelten App mit dem Namen OeDA. OeDA ist eine Abkürzung für ‚Österreichische Dialekt-App‘ und soll an den Ausdruck Oida! erinnern, den in Österreich jede:r kennt, aber vielleicht unterschiedlich benutzt. Die OeDA-App machen wir Dir kostenlos zugänglich! Mit ihr kannst Du auf verschiedene Arten Dialektwörter und  sätze sammeln, Sprachproben aufnehmen, und die gesammelten Wörter und Ausspracheformen kannst Du Dir dann auf Sprachkarten anzeigen lassen. Über diese Sprachkarten kannst Du dann Gemeinsamkeiten und Unterschiede zwischen Dialekten verschiedener Regionen ermitteln. Du kannst dort auch Gemeinsamkeiten und Unterschiede zwischen den Sprechweisen verschiedener Generationen vergleichen und erforschen. Unterschiede zwischen den Sprechweisen der Generationen können zum Beispiel auf einen Wandel der Dialekte hindeuten. Wandel kann sich aber auch darin zeigen, dass Dialektformen aus verschiedenen Regionen einander immer ähnlicher werden. 

**Was ist das Besondere am Projekt?**
Die OeDA-App ist die erste Dialekt-App ihrer Art in Österreich. Sie ist einfach und benutzerfreundlich gestaltet und richtet sich an Dich, wenn du Dich für die Dialekte in Österreich interessierst. Du musst dazu auch keine besonderen Vorkenntnisse haben. Mit der OeDA-App stellen wir Dir ein einfach zu bedienendes Werkzeug zur Verfügung, mit dem Du – als Bürgerwissenschaftler:in – Dialekte selbst erforschen kannst.",['EN']
SIMILE - Lake Monitoring,https://apps.apple.com/us/app/simile-lake-monitoring/id1534852535?uo=4,Politecnico di Milano,0.0,USD,"""SIMILE - Lake Monitoring"" is an application developed by the Politecnico di Milano with the support of the Water Research Institute of the CNR (IRSA) and Arpa Lombardia within the Citizen Science activities of the SIMILE Interreg project (Integrated monitoring system for knowledge, protection and enhancement of subalpine lakes and their ecosystems). The project aims to improve the water quality of the lakes through integrated monitoring and raising the awareness of their frequenters.

KNOW YOUR LAKE - View the contents near your position on the interactive map and quickly and easily access the data collected by those who already take care of the lake and other users. You can also learn more about the lake environment and the organisms that inhabit it through a glossary. Receive important environmental alerts (bathing, weather alerts).

OBSERVE - Have you noticed anything strange, unusual or curious? Share it! Take a picture and add the information you think is important to identify what you observed. You will be able to indicate the presence of algae (phytoplankton), foams, oily stains, litters, odours, drains and aspects related to fauna. Improve your knowledge with each observation thanks to the supporting images and explanatory texts associated with each item.

MEASURE - Are you taking a boat trip or a canoe ride and want to help the environment? Some of the water parameters (Transparency, Temperature, pH) can be measured in a very short time and without the need for complicated tools or specific preparation. By taking measurements of some water parameters you can help to improve the monitoring by integrating the results coming from satellites and sensors.

REPORT - If you notice something serious you can send an official report to the authorities with the data of your observation. In this way you can help them to check the state of the lake by providing useful information to make a pre-assessment of the extent of the observed phenomena.

GO TO THE FIELD - Stay up to date on the initiatives planned in your area regarding the environmental issues of lake protection. You will be able to attend clean-up events, measurement campaigns, seminars, training courses and much more.

Spend a few minutes of your time on the health of the environment in which you live and help us to spread the application among your friends and family!

---------------------------------------------------------

Your opinion matters! If you have any comment, question or concern, write to us at the email address:

interreg-simile@polimi.it

---------------------------------------------------------

Operation co-financed by the European Union, the European Regional Development Fund, the Italian State, the Swiss Confederation and the Cantons as part of the Interreg V-A Italy-Switzerland Cooperation Program",['EN']
Cartographer,https://apps.apple.com/us/app/cartographer/id1455636716?uo=4,Cartographer Studios Ltd,0.0,USD,"Cartographer helps environmental professionals and volunteers collect geospatial data and upload it to our cloud platform for analysis, publication, and collaboration.

Record surveys in the field, with or without a network connection, and upload them to our servers when you're back on wifi. Browse and share maps of your data from our web site, and export datasets to GIS and spreadsheet apps for analysis.

Please note that use of the app requires a Cartographer user account. Contact our support team or your project coordinator to find out more.",['EN']
My Field App,https://apps.apple.com/us/app/my-field-app/id1497902024?uo=4,8 Trees Inc.,0.0,USD,"Use My Field App to capture images and field data such as: Time and Date of photo, species and habitat. Automatically capture GPS location, weather condition,  temperature, humidity, wind speeds and direction. Add your own editable notes as the need arises.

Store the data on your device in offline mode then upload to the cloud (Aerial)  into your own online Field Diary.",['EN']
MTA MountainApp,https://apps.apple.com/us/app/mta-mountainapp/id1642560484?uo=4,SPOTTERON Gmbh,0.0,USD,"Share your landscape! Explore mountainous landscapes all over Europe. 

MTA - MountainApp wants to inspire people to immerse themselves in landscapes. MTA - MountainApp is a project jointly run by researchers from Switzerland and Georgia. MTA -  MountainApp was developed for a transnational research seminar taught at the University of Zurich and the Ivane Javakhishvili Tbilisi State University. The app is used to facilitate cross-border student collaboration and learning and to introduce students to sustainable mountain development through the lens of the Alpine and Caucasus mountains. We are interested in learning more about places and landscapes people visit and experience in their everyday lives. By collecting this data, we want to better understand people’s relationships to different kinds of landscapes and landscape elements. With a focus on these relationships, the project aims to analyze the values and meanings attached to landscapes. We want to draw attention to the contemporary challenges of mountainous regions and bring people living in these areas closer together. Fun fact: “Mta” is the Georgian term for “mountain”!

The MTA MountainApp is running on the SPOTTERON Citizen Science Platform.","['EN', 'DE']"
Sea Angling Diary,https://apps.apple.com/us/app/sea-angling-diary/id1457690880?uo=4,Substance,0.0,USD,"The Sea Angling Diary mobile app has been designed to support the Sea Angling Diary Project, a study on the value of recreational sea angling in the UK that has been running since 2016.
 
Available for all participants on the Sea Angling Diary Project, the app has been designed so that users can update their diaries on the go and with ease. The app is synced to your online diary, so you will be able to use both – whichever is most convenient at the time!


You must be a participant to log into the app – sign up here if not: www.seaangling.org

Disclaimer: Continued use of GPS running in the background can dramatically decrease battery life.",['EN']
Biocontrol Hub,https://apps.apple.com/us/app/biocontrol-hub/id1294139917?uo=4,Sathish Sathyamoorthy,0.0,USD,"The Biocontrol Hub iOS app supports discovery of Citizen Science projects for weed biocontrol in Australia The Biocontrol Hub iOS app provides form-based structured field data collection for biocontrol agents and target weeds.
 
What is the Australian Biocontrol Hub?
The Australian Biocontrol Hub aggregates biocontrol agent release and establishment data; captures field observations of biocontrol agent spread; ensures biocontrol agent distribution data is readily accessible, and provides easy access to biocontrol information and references.  The Biocontrol Hub is built on BioCollect; a sophisticated, yet simple to use tool developed by the Atlas of Living Australia (ALA) in collaboration with over 100 organisations which are actively involved in field data capture. BioCollect has been developed to support the needs of scientists, ecologists, producers, citizen scientists and natural resource managers in the field-collection and management of biodiversity, ecological and natural resource management (NRM) data. The tool is hosted by the ALA and is free for public use.","['DA', 'EN', 'FR', 'DE', 'JA', 'PT', 'ZH', 'ES', 'ZH']"
HydroCrowd,https://apps.apple.com/us/app/hydrocrowd/id6449194122?uo=4,SPOTTERON Gmbh,0.0,USD,"HydroCrowd is a research project of the Justus Liebig University Giessen, which investigates the potential of participatory monitoring to increase the availability of hydro-climatic data for sustainable water management, especially in remote areas in the global south.

The project will test different approaches to engage volunteers through the implementation and evaluation of a participatory hydro-climatic monitoring program in selected mountain regions in Ecuador, Honduras and Tanzania. Furthermore, it will demonstrate how the data collected by the volunteers can be used in hydrological modelling and, therefore, improve the prediction of climate change impact on water resources in data-scarce regions. The project outputs can be used to guide the development of future participatory monitoring programs and stimulate upscaling of the approach to other regions to address the lack of hydro-climatic data for evidence-based decision making and sustainable water management.

Volunteers participate by reporting measurements from easy-to-use instruments at weather and water stations installed in the project areas in Ecuador, Honduras and Tanzania. These measurements include rainfall, air temperature and humidity, as well as the water level and turbidity of rivers and streams. To evaluate the quality of the data, the data will be compared with automated reference measurements at selected sites. These are then systematically examined and tested for their suitability for modeling. This app enables easy submission of data by the volunteers and provides instructions on how to collect data. Furthermore, users can view the data previously submitted by other volunteers. As the remote study areas have limited network access, it is recommended to download the map of your region and the locations of the stations before going to any of the HydroCrowd stations.

In addition to reporting measurements from the HydroCrowd stations, volunteers also have the opportunity to create spots to record their own rainfall data, and to report weather events using ‘photo notes’.

The HydroCrowd Citizen Science App is running on the SPOTTERON Platform.","['EN', 'DE']"
Passive Sampler,https://apps.apple.com/us/app/passive-sampler/id1533994629?uo=4,EuropeAir,0.0,USD,"Passive sampler is an application to facilitate air quality monitoring. The application has been developed for a wide variety of projects aiming to simplify the execution of monitoring campaigns with passive samplers/sensors.

The application has been designed for variety of projects covering:
•	Experts users
•	Collective users
•	Citizen science
•	Epidemiological studies
•	Personal exposure

Key aspects of the application are:
• User-friendly screens to deploy and collect samplers/sensors
• Save site location by phone’s GPS
• Upload pictures of the monitoring site
• Share pictures of the monitoring sites on twitter, facebook or just e-mail it to a friend
• Update user information
• View map with all your monitoring locations
• Extract information of you monitoring campaign

The application has been developed for any type of passive sampler (NO2, O3, BTEX, SO2…). It can be adapted to any field monitoring campaign",['EN']
Masters Quiz!,https://apps.apple.com/us/app/masters-quiz/id6446032102?uo=4,Games for Citizens,0.0,USD,"Mesurez-vous aux plus grandes maîtres de chaque discipline ! Sciences, lettres, technologies de pointe ou sagesse immémoriale : à vous d’explorer les connaissances sans limites de l’humanité !",['EN']
